product_ndc	text
43406-0113	ACTIVE INGREDIENTS (HPUS*): Apis Mellifica 30C, Arsenicum Album 30C, Cadmium Sulphuricum 30C, Calcarea Carbonica 30C, Carbo Vegetabilis 30C, Chelidonium Majus 30C, China Officinalis 30C, Lycopodium Clavatum 30C, Mercurius Solubilis 30C, Natrum Muriaticum 30C, Nux Vomica 30C, Phosphorus 30C, Pulsatilla 30C, Sepia Succus 30C, Sulfur 30C, Zincum Metallicum 30C
43406-0131	ACTIVE INGREDIENTS (HPUS*): Aurum Metallicum 30C, Avena Sativa 30C, Cactus Grandiflorus 30C, Digitalis Purpurea 30C, Lycopus Virginicus 30C, Naja Tripudains 30C, Natrum Muriaticum 30C, Phosphorus 30C, Pulsatilla Nigricans 30C, Valeriana Officinalis 30C
43455-0002	Active Ingredients Octinoxate (7.5%), Octisalate (4%), Oxybenzone (4%)
43455-0003	Active Ingredients Octinoxate (7.5%) Octisalate (4%) Oxybenzone (4%)
43455-0004	Active Ingredients OCTINOXATE (7.5%) OCTOCRYLENE (5.0%) OXYBENZONE (3.0%)
43455-0005	Active Ingredients ENSULIZOLE (2.0%) HOMOSALATE (2.0%) OCTINOXATE (7.5%) OXYBENZONE (4.0%)
43455-0006	Active Ingredients ENSULIZOLE (1.50%) HOMOSALATE (1.00%) OCTINOXATE (7.50%) OXYBENZONE (4.50%) TITANIUM DIOXIDE (1.17%)
43455-0007	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43455-0008	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43455-0009	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43455-0013	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43493-0002	Camphor 4%, Menthol 4%, Methyl Salicylate 11%
43538-0290	Active Ingredient Avobenzone 3.0% Octinoxate 7.5% Octisalate 5.0%
43553-0001	Active Ingredient Dimethicone 3 percent
43553-0002	Active Ingredients Petrolatum 30% Dimethicone 1%
43553-0003	Active Ingredient Miconazole Nitrate 2 percent
43553-0004	Active Ingredient Petrolatum 36%
43553-0007	Active Ingredients / Purpose Dimethicone - 5%.........................................Skin Protectant Zinc Oxide - 5%............................................Skin Protectant
43553-3244	Active Ingredients Petrolatum 30% Dimethicone 1%
43553-3248	Active Ingredient Dimethicone 3%
43553-3249	Active Ingredient Petrolatum 43%
43553-3251	Active Ingredient Miconazole Nitrate 2%
43553-3256	Active Ingredient Petrolatum 49% Zinc Oxide 15%
43553-4134	Active Ingredient Petrolatum 36%
43596-0002	Active Ingredients Octinoxate (7.5%), Octisalate (4%), Oxybenzone (4%)
43596-0003	Active Ingredients Octinoxate (7.5%) Octisalate (4%) Oxybenzone (4%)
43596-0004	Active Ingredients OCTINOXATE (7.5%) OCTOCRYLENE (5.0%) OXYBENZONE (3.0%)
43596-0005	Active Ingredients ENSULIZOLE (2.0%) HOMOSALATE (2.0%) OCTINOXATE (7.5%) OXYBENZONE (4.0%)
43596-0006	Active Ingredients ENSULIZOLE (1.50%) HOMOSALATE (1.00%) OCTINOXATE (7.50%) OXYBENZONE (4.50%) TITANIUM DIOXIDE (1.17%)
43596-0007	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43596-0008	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43596-0009	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43596-0013	Active Ingredients Octinoxate (7.5%), Oxybenzone (2.0%)
43689-0002	Active Ingredients ACTIVE INGREDIENTS: Chamomilla 4X, Coffea cruda 4X, Avena sativa 6X, Nux vomica 6X, Passiflora incarnata 6X.
43689-0003	ACTIVE INGREDIENTS Aconitum Napellus 30C, Arsenicum Album 30C, Belladonna 30C, Coniinum 30C, Gelsemium Sempervirens 30C, Hypericum Perforatum 3X, 30C, Kali Bichromicum 30C, Lacticum Acidum 30C, Phosphoricum Acidum 30C, Rhus Toxicodendron 30C, Uricum Acidum 30C.
43689-0004	ACTIVE INGREDIENTS Causticum 12X,30X, Colocynthis 12X,30X, Cuprum Metallicum 12X,30X, Magnesia Phosphorica 12X,30X, Phytolaca Decandra 12X,30X, Rhus Tox 12X,30X, Stannum Metallicum 12X,30X, Veratrum Album 12X,30X.
43689-0005	ACTIVE INGREDIENTS: Aconitum Napellus 6X, Gnaphalium Polycephalum 4X, Ledum Palustre 6X, Magnesia Phosphorica 6X, Rhus Toxicodendron 6X, Viscum Album 4X
43689-0007	ACTIVE INGREDIENTS: Capsicum annuum 6X, Colocynthis 6X, Gnaphalium polycephalum 6X, Magnesia phosphorica 6X.
43689-0009	ACTIVE INGREDIENTS: ​Calcarea Carbonica 6X, Chininum Sulphuricum 6X, Kali Carbonicum 6X, Lycopodium Clavatum 6X, Salicylicum Acidum 6X
43695-0003	ACTIVE INGREDIENTS: Aesculus hippocastanum 1X, Arnica montana 3X, Calcarea fluorica 10X, Carduus marianus 1X, Collinsonia canadensis 3X, Hamamelis virginiana 1X, Muriaticum acidum 6X, Ratanhia 3X
43695-0004	ACTIVE INGREDIENTS: Abies Nigra 10X, Aconitum Napellus 200C, Arsenicum Iodatum 200C, Avena Sativa 1X, Ignatia Amara 200C, Lung Suis 6X, Nux Vomica 10X, Plantago Major 3X, Quebracho 3X, Stricta Pulmonaria 200C, Tabacum 200C.
43695-0005	ACTIVE INGREDIENTS: Antimonium Crudum 200C, Arsenicum Album 200C, Mancinella 30C, Nitricum Acidum 30C, Sulphur 12X, Thuja Occidentalis 200C
43742-0003	ACTIVE INGREDIENTS: Anthracinum 30C.
43742-0004	ACTIVE INGREDIENTS: Adrenlinum 6X, 8X, 10X, 30X, 200X, Coumarinum 6X, 8X, 10X, 30X, 200X, Tyramine 6X, 8X, 10X, 30X, 200X, Artery (suis) 6C, 30C, Ascorbicum acidum 6C, 30C, Cactus grandiflorus 6C, 30C, CO Q 10 6C, 30C, Coenzyme A 6C, 30C, Cor (suis) 6C, 30C, Glonoinum 6C, 30C, Sarcolacticum acidum 6C, 30C, Vein (suis) 6C, 30C, Adrenocorticotrophin 8C, 30C, Arsenicum album 30C, Aurum metallicum 30C, Belladonna 30C, Digitalis purpurea 30C, Kali carbonicum 30C, Lithium carbonicum 30C, Lycopodium clavatum 30C, Mercurius solubilis 30C, Naja tripudians 30C, Nux vomica 30C, Phosphorus 30C, Pulsatilla 30C, Spigelia anthelmia 30C, Dysentery Co. 30C, Gaertner bacillus 30C, 200C.
43742-0005	ACTIVE INGREDIENTS: Magnesium oroticum 12X, Beta vulgaris 2C, Ascorbicum acidum 3X, Citricum acidum 4C, Cysteinum 4C, Pulsatilla 4C, Adenine 6C, 30C, 200C, Amygdalin 6C, 30C, 200C, ATP 6C, 30C, 200C, Cholinum 6C, 30C, 200C, Cyanocobalamin 6C, 30C, 200C, Folic acid 6C, 30C, 200C, Insoitol 6C, 30C, 200C, Niacin 6C, 30C, 200C, p-Aminobenzoic acid 6C, 30C, 200C, Pangamic acid 6C, 30C, 200C, Pantothenic acid 6C, 30C, 200C, Pyridoxinum hydrochloricum 6C, 30C, 200C, Riboflavinum 6C, 30C, 200C, Sulphur 6C, 30C, 200C, Thiaminum hydrochloricum 6C, 30C, 200C, Natrum oxalaceticum 7C, Oroticum acidum 8C, 30C, 200C, Manganum phosphoricum 10C, Mutabile Bacillus 30C, 200C, Morgan Pure 30C, 200C.
43742-0006	ACTIVE INGREDIENTS: Hypericum Perforatum 3X, Ledum Palustre 4X, Latrodectus Mactans 8X, 12X, 30X, 60X, 100X, Loxosceles Reclusus 12C, 30C, 100C, Tarentula Cubensis 8X, 12X, 30X, 60X, 100X, Tarentula Hispana 8X, 12X, 30X, 60X, 100X, Lachesis Mutus 10X, Lycopus Virginicus 12X, Theridion 12X, 30X, 60X, 100X, Cimex Lectularius 15X, 30X, Formica Rufa 15X, 30X, Pulex Irritans 15X, 30X, Vespa Crabro 15X, 30X.
43742-0008	ACTIVE INGREDIENTS: Spigelia anthelmia 2X, Kali carbonicum 3X, Arnica montana 4X, Cactus grandiflorus 4X, Gelsemium sempervirens 4X, Castoreum 6X, Gloninum 6X, Ranunculus bulbosus 6X, Cor suis 8X, Abrotanum 12X, Sulphur 12X.
43742-0009	ACTIVE INGREDIENTS: Alfalfa 3X, Laminaria digitata 3X, Symphytum officinale 3X, Calcarea carbonica 8X, Ferrum metallicum 8X, Agate 12X, Iodium 12X, Magnesium metallicum 12X, Manganum metallicum 12X, Quartz 12X, Tarentula cubensis 15X, Cuprum metallicum 30X, Phosphorus 30X, X-ray 30X, 40C, 204C, Carbon dioxide 30X, 60X, 200X, Silicea 30C.
43742-0013	ACTIVE INGREDIENTS: Echinacea 2X, Echinacea purpurea 2X, Hamamelis virginiana 2X, 6X, Bellis perennis 2X, 6X, Calendula officinalis 2X, 6X, Aconitum napellus 3X, Chamomilla 3X, Hypericum perforatum 3X, Belladonna 3X, 6X, Millefolium 3X, 6X, Bryonia 4X, Arnica montana 4X, 12X, 30X, 200X, Rhus toxicodendron 6X, 12X, 30X, ATP 8X, Coenzyme A 8X, Hepar sulphuris calcareum 8X, Mercurius solubilis 8X, Nadidum 8X, Star of Bethleham 8X, Rock Rose 8X, Impatiens 8X, Cherry Plum 8X, Clematis 8X, Sarcolacticum acidum 8X, Symphytum officinale 8X, Ubiquinone 8X, Carbo vegetailis 12X, Funiculus umbilicus suis 12X, Glandula suprarenalis suis 12X, Thalamus (suis) 12X, Morgan pure 30C.
43742-0023	ACTIVE INGREDIENTS: Staphylococcus Aureus 15X, 30X, 60X, 200X, Klebsiella Pneumoniae 15X, 30X, 200X, 12C, 30C, 60C, 200C, Haemophilus Influenzae B 12C, 60C, 200C, Streptococcus Agalactiae 12C, 30C, 60C, 200C, Streptococcus Alpha 12C, 30C, 60C, 200C, Streptococcus Faecalis 12C, 30C, 60C, 200C, Streptococcus Mutans 2C, 30C, 60C, 200C, Streptococcus Pneumoniae 12C, 30C, 60C, 200C, Streptococcus Viridans 36C, 60C, 200C.
43742-0024	ACTIVE INGREDIENTS: Asclepias Vincetoxicum 6X, 12X, 30X, Echinacea (Angustifolia) 6X, 12X, 30X, Hypothalamus (Suis) 6X, 12X, 30X, Hepar Suis 8X, Methylcobalamin 8X, Renal (Suis) 8X, Gambogia 12X, 30X, 60X, Graphites 12X, 30X, 60X, Nux Vomica 12X, 30X, 60X, Phytolacca Decandra 12X, 30X, 60X, 7-Keto Dehydroepiandrosterone 30X, Adenosinum Triphosphoricum Dinatrum 30X, Glucagon 30X, Insulinum (Suis) 30X, Sarcolacticum Acidum 30X, Proteus Bach 30C.
43742-0025	ACTIVE INGREDIENTS Adenosine Triphosphate (ATP) 8X, Coenzyme A 8X, Coenzyme Q10 8X, Pineal Gland (suis) 8X, Sarcolacticum Acidum 8X, Melatonin 8X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Pyrrole 8X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Tryptophan 8X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Arsenicum Album 10X, 30X, 1LM, Avena Sativa 10X, 30X, 1LM, Chamomilla 10X, 30X, 1LM, Coffea Cruda 10X, 30X, 1LM, Mercurius Corrosivus 10X, 30X, 1LM, Passiflora Incarnata 10X, 30X, 1LM, Silicea 10X, 30X, 1LM, Zincum Valerianicum 10X, 30X, 1LM, Dysentery CO. (Bach) 30C, Gaertner (Bach) 30C.
43742-0029	ACTIVE INGREDIENTS: Borrelia burgdorgeri 15X, 20X, 30X, 60X, 90X, 120X, 150X, 200X, 500X, 1000X.
43742-0031	ACTIVE INGREDIENTS: Alfalfa 1X, Avena sativa 1X, Citrus limonum 1X, Glycyrrhiza glabra 1X, Uva-ursi 1X, Taraxacum officfinale 2X, Galium aparine 3X, Lobelia inflata 3X, Schisandra chinensis 3X, Solidago virgaurea 3X, Tylophora asthmatica 3X, Berberis vulgaris 6X, Chelidonium majus 6X, Hepar suis 6X, Intestine (suis) 6X, Kidney (suis) 6X, Lung (suis) 6X, Lymph (suis) 6X, Magnesium gluconate 6X, Nux vomica 6X, Potassium gluconate 6X, Zincum gluconicum 6X, Sarcolacticum acidum 8X, Lacticum acidum 12X.
43742-0032	ACTIVE INGREDIENTS: Arsenicum Album 30C, Aurum Metallicum 30C, Belladonna 30C, Cactus Grandiflorus 30C, Cinchona Officinalis 30C, Digialis Purpurea 30C, Kali Carbonicum 30C, Lithium Carbonicum 30C, Lycopodium Clavatum 30C, Mercurius Solubilis 30C, Naja Tripudians 30C, Nux Vomica 30C, Phosphorus 30C, Pulsatilla (Vulgaris) 30C, Pyrogenium 30C, Spigelia Anthelmia 30C
43742-0037	ACTIVE INGREDIENTS: Berberis vulgaris 3X, Cochlearia armoracia 3X, Echinacea 3X, Hydrastis canadensis 3X, Lomatium dissectum 3X, Myrrha 3X, Tabebuia impetiginosa 3X, Propolis 6X, Glandula suprarenalis suis 8X, Thymus (suis) 8X, Ferrum metallicum 12X, Iridium metallicum 12X, Lycopodium clavatum 12X, Phosphoricum acidum 12X, Pulsatilla 12X, Selenium metallicum 12X, Zincum metallicum 12X, Stachybotrys chartarum 12X, 30X, Alternaria tenuis 12X, 30X, 200X, Aspergillus niger 12X, 30X, 200X, Candida albicans 12X, 30X, 200X, Candida parapsilosis 12X, 30X, 200X, Mucor racemosus 12X, 30X, 200X, Pullularia pullulans 12X, 30X, 200X, Rhizopus nigricans 12X, 30X, 200X, Torula cerevisiae 12X, 30X, 200X.
43742-0039	ACTIVE INGREDIENTS: Hydrastis canadensis 3X, Taraxacum officinale 3X, Dopamine 6X, 12X, 30X, 12C, 30C, L-dopa 6X, 12X, 30X, 30X, 12C, 30C, Melatonin 6X, 12X, 30X, 12C, 30C, Serotonin 6X, 12X, 30X, 12C, 30C.
43742-0051	ACTIVE INGREDIENTS: Kali gluconicum 6X, Glandula suprarenalis suis 8X, Hepar suis 8X, Canary feathers 9X, 12X, 15X, 30X, Standardized cat hair 9X, 12X, 15X, 30X, Cattle epithelia 9X, 12X, 15X, 30X, Chicken feathers 9X, 12X, 15X, 30X, Dog epithelia 9X, 12X, 15X, 30X, Duck feathers 9X, 12X, 15X, 30X, Gerbil epithelia 9X, 12X, 15X, 30X, Goat epithelia 9X, 12X, 15X, 30X, Goose feathers 9X, 12X, 15X, 30X, Guinea pig epithelia 9X, 12X, 15X, 30X, Hamster epithelia 9X, 12X, 15X, 30X, Hog epithelia 9X, 12X, 15X, 30X, Horse epithelia 9X, 12X, 15X, 30X, Mouse epithelia 9X, 12X, 15X, 30X, Parakeet feathers 9X, 12X, 15X, 30X, Rabbit epithelia 9X, 12X, 15X, 30X, Rat epithelia 9X, 12X, 15X, 30X, House dust 9X, 12X, 15X, 30X, Mattress dust 9X, 12X, 15X, 30X, Rug dust 9X, 12X, 15X, 30X, Uphostery dust 9X, 12X, 15X, 30X, Barley 9X, 12X, 15X, 30X, Corn 9X, 12X, 15X, 30X, Oat 9X, 12X, 15X, 30X, Wheat 9X, 12X, 15X, 30X, Rice 9X, 12X, 15X, 30X, Millet 9X, 12X, 15X, 30X, Dust Mite 9X, 12X, 15X, 30X, Sheep sorrel 9X, 12X, 30X, Yellow dock 9X, 12X, 30X, Kentucky June Bluegrass 9X, 12X, 30X, Orchard grass 9X, 12X, 30X, Red top grass 9X, 12X, 30X, Timothy grass 9X, 12X, 30X, Goldenrod (Solidago virgaurea) 9X, 12X, 30X, Red clover (tirfolium pratense) 9X, 12X, 30X, False ragweed 9X, 12X, 30X, Short ragweed 9X, 12X, 30X, Tall ragweed 9X, 12X, 30X, Western ragweed 9X, 12X, 30X, Ash 9X, 12X, 30X, Beech 9X, 12X, 30X, Red birch 9X, 12X, 30X, Box elder 9X, 12X, 30X, Cottonwood 9X, 12X, 30X, Elm 9X, 12X, 30X, Hickcory 9X, 12X, 30X, Red oak 9X, 12X, 30X, Sycamore 9X, 12X, 30X, Black walnut 9X, 12X, 30X, Black willow 9X, 12X, 30X, Arsenicum album 12X, Iridium metllicum 12X, Phosphorus 12X, Selenium metallicum 12X, Sulphur 12X, Histaminum hydrochloricum 30X, Hyaluronidase 30X, Interferon 30X, Serotonin 30X.
43742-0052	ACTIVE INGREDIENTS: Asafoetida 8X, Kalmia latifolia 8X, Causticum 10X, Colchicum autumnale 10X, Ferrum metallicum 10X, Gnaphalium polycephalum 10X, Lithium benzoicum 10X, Mercurius praecipitatus ruber, Rhus toxicodendron 10X, Spiraea ulmaria 10X.
43742-0053	ACTIVE INGREDEIENTS: ACTIVE INGREDIENTS: Berberis vulgaris 4X, Cimicifuga racemosa 4X, Cinchona officinalis 4X, Colocynthis 4X, Ledum palustre 4X, Ranunculus bulbosus 4X, Aesculus hippocastanum 6X, Cuprum aceticum 6X, Nadidum 6X, Natrum oxalaceticum 6X, Nicotinamidum 6X, Picricum acidum 6X, Pyridoxinum hydrochloricum 6X, Riboflavinum 6X, Thiaminum hydrochloricum 6X, a-Lipoicum acidum 8X, Ammonium muriaticum 8X, Cartilago suis 8X, Discus intervertebralis (suis) 8X, Silicea 8X, Argentum metallicum 10X, Calcarea phosphorica 10X, Coenzyme A 10X, Funiculus umbilicalis suis 10X, Glandula suprarenalis suis 10X, Gnaphalium polycephalum 10X, Medulla ossis suis 10X, Mercurius praecipitatus ruber 10X, Sulphur 28X, Bacillus 7 (enterobactor cloacae) 30C, Gaertner bacillus (Bach) 30C, Morgan bacillus (Pure) 30C, Proteus (Vulgaris).
43742-0056	ACTIVE INGREDIENTS: Chamomilla 3X, Echinacea 3X, Hamamelis virginiana 3X, Hypericum perforatum 3X, Millefolium 3X, 6X, Bryonia 4X, Calendula officinalis 4X, Arnica montana 4X, 12X, 30X, 200X, Belladonna 6X, Bellis perennis 6X, Rhus toxicodendron 6X, 12X, 30X, Hepar sulphuris calcareum 8X, Star of Bethlehem 8X, Rock Rose 8X, Impatiens 8X, Cherry Plum 8X, Clematis 8X, Carbo vegetabilis 12X.
43742-0062	ACTIVE INGREDIENTS: Conium maculatum 4X, Dulcamara 4X, Echinacea 4X, Aesculus hippocastanum 6X, Antimonium tartaricum 6X, Ascorbicum acidum 6X, Coccus cacti 6X, Galium aparine 6X, Gentiana lutea 6X, Geranium robertianum 6X, Pulsatilla 6X, Sarcolacticum acidum 6X, Lymph (suis) 8X, Sulphur 8X, Glandula suprarenalis suis 8X, 30X, 200X, Phenylalanine 8X, 30X, 200X, Calcarea phosphorica 10X, Ferrum phosphoricum 10X, Hepar suis 10X, Hypothalamus (suis) 10X, Cortisone aceticum 13X, Mercurius solubilis 13X, Baryta carbonica 28X, Funiculus umbilicalis suis 6C, 30C, Tonsil (suis) 6C, 30C, Gaertner bach 9C, Triiodothyronine 10C, Medulla ossis suis 12C, Mutabile bach 30C.
43742-0064	ACTIVE INGREDIENTS: Berberis Vulgaris 3X, Glycyrrhiza Glabra 3X, Lappa Major 3X, Phytolacca Decandra 3X, Stillingia Sylvatica 3X, Trifolium Pratense 3X, Glandula Suprarenalis Suis 8X, Hepar Suis 8X, Lymph Node (Suis) 8X, Thyroidinum (Suis) 8X, Belladonna 12X, Iridium Metallicum 12X, Lycopodium Clavatum 12X, Nitricum Acidum 12X, Nux Vomica 12X, Phosphoricum Acidum 12X, Selenium Metallicum 12X, Salicylicum Acidum 30X, 60X, 200X, Adrenocorticotrophin 30X, 60X, 200X, Cortisone Aceticum 30X, 60X, 200X, Eugenol 30X, 60X, 200X, Stearyl Alcohol 30X, 60X, 200X, Xylitol 30X, 60X, 200X, Folliculinum 30X, 60X, 200X, Benzoicum Acidum 30X, 60X, 200X, Chlorinum 30X, 60X, 200X, Potassium Sorbate 30X, 60X, 200X, Sorbitol 30X, 60X, 200X, Resorcinum 30X, 60X, 200X, Benzyl Alcohol 30X, 60X, 200X, Lacticum Acidum 30X, 60X, 200X, Isopropyl Palmitate 30X, 60X, 200X, Boricum Acidum 30X, 60X, 200X, Aceticum Acdicum 30X, 60X, 200X, Phenyl Butazone 30X, 60X, 200X, Petroleum Jelly 30X, 60X, 200X, Plumbum Metallicum 30X, 60X, 200X
43742-0065	ACTIVE INGREDIENTS Kali gluconate 6X, Glandula suprarenalis suis 8X, Hepar suis 8X, Bamboo 9X, 12X, 15X, 30X, Barley 9X, 12X, 15X, 30X, Corn 9X, 12X, 15X, 30X, Levant Cotton 9X, 12X, 15X, 30X, Flax 9X, 12X, 15X, 30X, Millet 9X, 12X, 15X, 30X, Milo 9X, 12X, 15X, 30X, Oat 9+X, 12X, 15X, 30X, California poppy 9XZ, 12X, 15X, 30X, Rice 9X, 12X, 15X, 30X, Rye 9X, 12X, 15X, 30X, Safflower 9X, 12X, 15X, 30X, Sesame 9X, 12X, 15X, 30X, Sorghum 9X, 12X, 15X, 30X, Soy bean 9X, 12X, 15X, 30X, Sugarcane 9X, Sunflower 9X, 12X, 15X, 30X, Wheat 9X, 12X, 15X, 30X, Coffea tosta 10X, 12X, 15X, 30X, Thea sinensis 10X, 12X, 15X, 30X, Carbo vegetabilis 12X, Ferrum iodatum 12X, Ferrum metallicum 12X, Gelsemium sempervirens 12X, Iodium 12X, Iridium metallicum 12X, Lycopodium clavatum 12X, Pulsatilla 12X, Selenium metallicum 12X, Zincum metallicum 12X, Peanut 12X, 30X, Black walnut 12X, 30X, English walnut 12X, 30X, Almond 12X, 30X, Cashew 12X, 30X, Coconut 12X, 30X, Pecan 12X, 30X, Brazil nut 12X, 30X, Tomato 12X, 30X, Potato 12X, 30X, Black pepper 12X, 30X, Eggplant 12X, 30X, Cotton 12X, 30X, Flax 12X, 30X, Sesame 12X, 30X, Parmesan cheese 12X, 30X, Milk 12X, 30X, Beef 12X, 30X, Lamb 12X, 30X, Pork 12X, 30X, Chicken 12X, 30X, Egg 12X, 30X, Beans 12X, 30X, Onions 12X, 30X, Apple 12X, 30X, Banana 12X, 30X, Strawberry 12X, 30X, Orange 12X, 30X, Cod 12X, 30X, Tuna 12X, 30X, Salmon 12X, 30X, Crab 12X, 30X, Oyster 12X, 30X, Shrimp 12X, 30X, Cortisone aceticum 30X, Histaminum hydrochloricum 30X, Hyaluronidase 30X, Interferon 30X, Serotonin 30X, Cacao 10C, 12C, 15C, 30C.
43742-0066	ACTIVE INGREDIENTS: Folliculinum 8X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Oophorinum (suis) 8X, 12X, 30X, 200X, 12C, 30C, 60C, 200C.
43742-0067	ACTIVE INGREDIENTS: Cimicifuga racemosa 2X, 10X, 30X, 200X, Gelsemium sempervirens 3X, 10X, 30X, 200X, Rhus tox 3X, 10X, 30X, 200X.
43742-0069	ACTIVE INGREDIENTS: Ascorbicum acidum 6X, Cysteinum 9X, Manganum gluconate 10X, Alpha-ketoglutaricum acidum 12X, Fumaricum acidum 12X, Germanium sesquioxide 12X, Iodium 12X, Magnesium metallicum 12X, Natrum oxalaceticum 12X, Pulsatilla 12X, Thyroidinum (suis) 12X, Vanadium metallicum 12X.
43742-0071	ACTIVE INGREDIENTS: ​ Acetylcholine Chloride 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Adrenalinum 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Dopamine 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Gaba 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Norepinephrine 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Octopamine 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Serotonin 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Taurine 6X, 12X, 30X, 200X, 12C, 30C, 60C, 200C, Adenosinum Cyclophosphoricum 8X, Cerebrum 8X, Diencephalon 8X, Pineal Gland 8X, Thalamus Opticus 8X.
