product_ndc	type_name
36800-0810	Human OTC Drug
36800-0812	Human OTC Drug
36800-0813	Human OTC Drug
36800-0817	Human OTC Drug
36800-0824	Human OTC Drug
36800-0825	Human OTC Drug
36800-0839	Human OTC Drug
36800-0843	Human OTC Drug
36800-0851	Human OTC Drug
36800-0852	Human OTC Drug
36800-0854	Human OTC Drug
36800-0866	Human OTC Drug
36800-0872	Human OTC Drug
36800-0873	Human OTC Drug
36800-0882	Human OTC Drug
36800-0886	Human OTC Drug
36800-0896	Human OTC Drug
36800-0897	Human OTC Drug
36800-0901	Human OTC Drug
36800-0903	Human OTC Drug
36800-0906	Human OTC Drug
36800-0908	Human OTC Drug
36800-0912	Human OTC Drug
36800-0913	Human OTC Drug
36800-0915	Human OTC Drug
36800-0917	Human OTC Drug
36800-0922	Human OTC Drug
36800-0923	Human OTC Drug
36800-0926	Human OTC Drug
36800-0935	Human OTC Drug
36800-0936	Human OTC Drug
36800-0941	Human OTC Drug
36800-0942	Human OTC Drug
36800-0944	Human OTC Drug
36800-0946	Human OTC Drug
36800-0949	Human OTC Drug
36800-0950	Human OTC Drug
36800-0951	Human OTC Drug
36800-0952	Human OTC Drug
36800-0955	Human OTC Drug
36800-0957	Human OTC Drug
36800-0958	Human OTC Drug
36800-0959	Human OTC Drug
36800-0964	Human OTC Drug
36800-0966	Human OTC Drug
36800-0970	Human OTC Drug
36800-0971	Human OTC Drug
36800-0974	Human OTC Drug
36800-0977	Human OTC Drug
36800-0980	Human OTC Drug
36800-0982	Human OTC Drug
36800-0987	Human OTC Drug
36800-0990	Human OTC Drug
36800-0997	Human OTC Drug
36800-0998	Human OTC Drug
37000-0003	Human OTC Drug
37000-0004	Human OTC Drug
37000-0005	Human OTC Drug
37000-0006	Human OTC Drug
37000-0007	Human OTC Drug
37000-0010	Human OTC Drug
37000-0011	Human OTC Drug
37000-0013	Human OTC Drug
37000-0016	Human OTC Drug
37000-0017	Human OTC Drug
37000-0018	Human OTC Drug
37000-0019	Human OTC Drug
37000-0020	Human OTC Drug
37000-0022	Human OTC Drug
37000-0023	Human OTC Drug
37000-0024	Human OTC Drug
37000-0032	Human OTC Drug
37000-0037	Human OTC Drug
37000-0044	Human OTC Drug
37000-0048	Human OTC Drug
37000-0049	Human OTC Drug
37000-0052	Human OTC Drug
37000-0053	Human OTC Drug
37000-0054	Human OTC Drug
37000-0055	Human OTC Drug
37000-0056	Human OTC Drug
37000-0057	Human OTC Drug
37000-0058	Human OTC Drug
37000-0059	Human OTC Drug
37000-0060	Human OTC Drug
37000-0061	Human OTC Drug
37000-0062	Human OTC Drug
37000-0063	Human OTC Drug
37000-0064	Human OTC Drug
37000-0065	Human OTC Drug
37000-0066	Human OTC Drug
37000-0067	Human OTC Drug
37000-0068	Human OTC Drug
37000-0069	Human OTC Drug
37000-0070	Human OTC Drug
37000-0071	Human OTC Drug
37000-0072	Human OTC Drug
37000-0073	Human OTC Drug
37000-0074	Human OTC Drug
37000-0075	Human OTC Drug
37000-0076	Human OTC Drug
37000-0077	Human OTC Drug
37000-0078	Human OTC Drug
37000-0079	Human OTC Drug
37000-0080	Human OTC Drug
37000-0081	Human OTC Drug
37000-0082	Human OTC Drug
37000-0083	Human OTC Drug
37000-0084	Human OTC Drug
37000-0085	Human OTC Drug
37000-0086	Human OTC Drug
37000-0087	Human OTC Drug
37000-0088	Human OTC Drug
37000-0089	Human OTC Drug
37000-0090	Human OTC Drug
37000-0091	Human OTC Drug
37000-0092	Human OTC Drug
37000-0093	Human OTC Drug
37000-0094	Human OTC Drug
37000-0095	Human OTC Drug
37000-0096	Human OTC Drug
37000-0097	Human OTC Drug
37000-0098	Human OTC Drug
37000-0099	Human OTC Drug
37000-0100	Human OTC Drug
37000-0101	Human OTC Drug
37000-0102	Human OTC Drug
37000-0103	Human OTC Drug
37000-0104	Human OTC Drug
37000-0106	Human OTC Drug
37000-0107	Human OTC Drug
37000-0108	Human OTC Drug
37000-0109	Human OTC Drug
37000-0110	Human OTC Drug
37000-0111	Human OTC Drug
37000-0112	Human OTC Drug
37000-0113	Human OTC Drug
37000-0114	Human OTC Drug
37000-0115	Human OTC Drug
37000-0116	Human OTC Drug
37000-0117	Human OTC Drug
37000-0118	Human OTC Drug
37000-0119	Human OTC Drug
37000-0120	Human OTC Drug
37000-0121	Human OTC Drug
37000-0122	Human OTC Drug
37000-0123	Human OTC Drug
37000-0125	Human OTC Drug
37000-0126	Human OTC Drug
37000-0128	Human OTC Drug
37000-0129	Human OTC Drug
37000-0131	Human OTC Drug
37000-0132	Human OTC Drug
37000-0133	Human OTC Drug
37000-0134	Human OTC Drug
37000-0135	Human OTC Drug
37000-0136	Human OTC Drug
37000-0138	Human OTC Drug
37000-0140	Human OTC Drug
37000-0141	Human OTC Drug
37000-0142	Human OTC Drug
37000-0143	Human OTC Drug
37000-0144	Human OTC Drug
37000-0145	Human OTC Drug
37000-0146	Human OTC Drug
37000-0147	Human OTC Drug
37000-0148	Human OTC Drug
37000-0149	Human OTC Drug
37000-0150	Human OTC Drug
37000-0151	Human OTC Drug
37000-0152	Human OTC Drug
37000-0153	Human OTC Drug
37000-0154	Human OTC Drug
37000-0155	Human OTC Drug
37000-0156	Human OTC Drug
37000-0157	Human OTC Drug
37000-0158	Human OTC Drug
37000-0162	Human OTC Drug
37000-0176	Human OTC Drug
37000-0177	Human OTC Drug
37000-0178	Human OTC Drug
37000-0179	Human OTC Drug
37000-0180	Human OTC Drug
37000-0181	Human OTC Drug
37000-0182	Human OTC Drug
37000-0183	Human OTC Drug
37000-0184	Human OTC Drug
37000-0185	Human OTC Drug
37000-0186	Human OTC Drug
37000-0195	Human OTC Drug
37000-0199	Human OTC Drug
37000-0202	Human OTC Drug
37000-0204	Human OTC Drug
37000-0205	Human OTC Drug
37000-0206	Human OTC Drug
37000-0207	Human OTC Drug
37000-0210	Human OTC Drug
37000-0211	Human OTC Drug
37000-0224	Human OTC Drug
37000-0225	Human OTC Drug
37000-0226	Human OTC Drug
37000-0230	Human OTC Drug
37000-0231	Human OTC Drug
37000-0232	Human OTC Drug
37000-0233	Human OTC Drug
37000-0234	Human OTC Drug
37000-0235	Human OTC Drug
37000-0237	Human OTC Drug
37000-0238	Human OTC Drug
37000-0240	Human OTC Drug
37000-0241	Human OTC Drug
37000-0242	Human OTC Drug
37000-0246	Human OTC Drug
37000-0247	Human OTC Drug
37000-0248	Human OTC Drug
37000-0249	Human OTC Drug
37000-0251	Human OTC Drug
37000-0253	Human OTC Drug
37000-0257	Human OTC Drug
37000-0258	Human OTC Drug
37000-0260	Human OTC Drug
37000-0263	Human OTC Drug
37000-0264	Human OTC Drug
37000-0265	Human OTC Drug
37000-0267	Human OTC Drug
37000-0268	Human OTC Drug
37000-0269	Human OTC Drug
37000-0270	Human OTC Drug
37000-0272	Human OTC Drug
37000-0273	Human OTC Drug
37000-0274	Human OTC Drug
37000-0275	Human OTC Drug
37000-0277	Human OTC Drug
37000-0278	Human OTC Drug
37000-0281	Human OTC Drug
37000-0282	Human OTC Drug
37000-0283	Human OTC Drug
37000-0284	Human OTC Drug
37000-0285	Human OTC Drug
37000-0286	Human OTC Drug
37000-0287	Human OTC Drug
37000-0290	Human OTC Drug
37000-0291	Human OTC Drug
37000-0292	Human OTC Drug
37000-0293	Human OTC Drug
37000-0298	Human OTC Drug
37000-0300	Human OTC Drug
37000-0301	Human OTC Drug
37000-0302	Human OTC Drug
37000-0303	Human OTC Drug
37000-0306	Human OTC Drug
37000-0307	Human OTC Drug
37000-0310	Human OTC Drug
37000-0311	Human OTC Drug
37000-0312	Human OTC Drug
37000-0313	Human OTC Drug
37000-0314	Human OTC Drug
37000-0315	Human OTC Drug
37000-0316	Human OTC Drug
37000-0317	Human OTC Drug
37000-0318	Human OTC Drug
37000-0319	Human OTC Drug
37000-0320	Human OTC Drug
37000-0322	Human OTC Drug
37000-0323	Human OTC Drug
37000-0324	Human OTC Drug
37000-0325	Human OTC Drug
37000-0326	Human OTC Drug
37000-0327	Human OTC Drug
37000-0328	Human OTC Drug
37000-0329	Human OTC Drug
37000-0330	Human OTC Drug
37000-0331	Human OTC Drug
37000-0332	Human OTC Drug
37000-0335	Human OTC Drug
37000-0336	Human OTC Drug
37000-0337	Human OTC Drug
37000-0338	Human OTC Drug
37000-0339	Human OTC Drug
37000-0340	Human OTC Drug
37000-0341	Human OTC Drug
37000-0342	Human OTC Drug
37000-0343	Human OTC Drug
37000-0344	Human OTC Drug
37000-0345	Human OTC Drug
37000-0346	Human OTC Drug
37000-0347	Human OTC Drug
37000-0348	Human OTC Drug
37000-0349	Human OTC Drug
37000-0350	Human OTC Drug
37000-0351	Human OTC Drug
37000-0352	Human OTC Drug
37000-0353	Human OTC Drug
37000-0354	Human OTC Drug
37000-0355	Human OTC Drug
37000-0356	Human OTC Drug
37000-0357	Human OTC Drug
37000-0358	Human OTC Drug
37000-0360	Human OTC Drug
37000-0361	Human OTC Drug
37000-0362	Human OTC Drug
37000-0363	Human OTC Drug
37000-0364	Human OTC Drug
37000-0365	Human OTC Drug
37000-0366	Human OTC Drug
37000-0367	Human OTC Drug
37000-0368	Human OTC Drug
37000-0369	Human OTC Drug
37000-0370	Human OTC Drug
37000-0371	Human OTC Drug
37000-0372	Human OTC Drug
37000-0373	Human OTC Drug
37000-0375	Human OTC Drug
37000-0378	Human OTC Drug
37000-0379	Human OTC Drug
37000-0380	Human OTC Drug
37000-0381	Human OTC Drug
37000-0382	Human OTC Drug
37000-0383	Human OTC Drug
37000-0384	Human OTC Drug
37000-0385	Human OTC Drug
37000-0386	Human OTC Drug
37000-0388	Human OTC Drug
37000-0389	Human OTC Drug
37000-0392	Human OTC Drug
37000-0394	Human OTC Drug
37000-0395	Human OTC Drug
37000-0396	Human OTC Drug
37000-0397	Human OTC Drug
37000-0398	Human OTC Drug
37000-0402	Human OTC Drug
37000-0403	Human OTC Drug
37000-0404	Human OTC Drug
37000-0406	Human OTC Drug
37000-0407	Human OTC Drug
37000-0408	Human OTC Drug
37000-0410	Human OTC Drug
37000-0412	Human OTC Drug
37000-0413	Human OTC Drug
37000-0414	Human OTC Drug
37000-0451	Human OTC Drug
37000-0452	Human OTC Drug
37000-0453	Human OTC Drug
37000-0454	Human OTC Drug
37000-0455	Human OTC Drug
37000-0459	Human OTC Drug
37000-0470	Human OTC Drug
37000-0474	Human OTC Drug
37000-0475	Human OTC Drug
37000-0476	Human OTC Drug
37000-0477	Human OTC Drug
37000-0490	Human OTC Drug
37000-0500	Human OTC Drug
37000-0501	Human OTC Drug
37000-0502	Human OTC Drug
37000-0512	Human OTC Drug
37000-0519	Human OTC Drug
37000-0522	Human OTC Drug
37000-0544	Human OTC Drug
37000-0550	Human OTC Drug
37000-0555	Human OTC Drug
37000-0556	Human OTC Drug
37000-0557	Human OTC Drug
37000-0558	Human OTC Drug
37000-0561	Human OTC Drug
37000-0565	Human OTC Drug
37000-0587	Human OTC Drug
37000-0590	Human OTC Drug
37000-0600	Human OTC Drug
37000-0601	Human OTC Drug
37000-0602	Human OTC Drug
37000-0603	Human OTC Drug
37000-0605	Human OTC Drug
37000-0606	Human OTC Drug
37000-0607	Human OTC Drug
37000-0609	Human OTC Drug
37000-0613	Human OTC Drug
37000-0615	Human OTC Drug
37000-0616	Human OTC Drug
37000-0617	Human OTC Drug
37000-0653	Human OTC Drug
37000-0654	Human OTC Drug
37000-0655	Human OTC Drug
37000-0671	Human OTC Drug
37000-0673	Human OTC Drug
37000-0674	Human OTC Drug
37000-0675	Human OTC Drug
37000-0679	Human OTC Drug
37000-0680	Human OTC Drug
37000-0686	Human OTC Drug
37000-0690	Human OTC Drug
37000-0691	Human OTC Drug
37000-0692	Human OTC Drug
37000-0693	Human OTC Drug
37000-0695	Human OTC Drug
37000-0696	Human OTC Drug
37000-0697	Human OTC Drug
37000-0698	Human OTC Drug
37000-0699	Human OTC Drug
37000-0700	Human OTC Drug
37000-0701	Human OTC Drug
37000-0703	Human OTC Drug
37000-0704	Human OTC Drug
37000-0705	Human OTC Drug
37000-0706	Human OTC Drug
37000-0708	Human OTC Drug
37000-0709	Human OTC Drug
37000-0711	Human OTC Drug
37000-0714	Human OTC Drug
37000-0715	Human OTC Drug
37000-0717	Human OTC Drug
37000-0720	Human OTC Drug
37000-0721	Human OTC Drug
37000-0724	Human OTC Drug
37000-0725	Human OTC Drug
37000-0726	Human OTC Drug
37000-0727	Human OTC Drug
37000-0729	Human OTC Drug
37000-0732	Human OTC Drug
37000-0733	Human OTC Drug
37000-0735	Human OTC Drug
37000-0739	Human OTC Drug
37000-0744	Human OTC Drug
37000-0746	Human OTC Drug
37000-0747	Human OTC Drug
37000-0749	Human OTC Drug
37000-0751	Human OTC Drug
37000-0752	Human OTC Drug
37000-0754	Human OTC Drug
37000-0755	Human OTC Drug
37000-0756	Human OTC Drug
37000-0757	Human OTC Drug
37000-0761	Human OTC Drug
37000-0762	Human OTC Drug
37000-0764	Human OTC Drug
37000-0765	Human OTC Drug
37000-0766	Human OTC Drug
37000-0767	Human OTC Drug
37000-0771	Human OTC Drug
37000-0772	Human OTC Drug
37000-0775	Human OTC Drug
37000-0776	Human OTC Drug
37000-0778	Human OTC Drug
37000-0779	Human OTC Drug
37000-0780	Human OTC Drug
37000-0781	Human OTC Drug
37000-0782	Human OTC Drug
37000-0783	Human OTC Drug
37000-0785	Human OTC Drug
37000-0786	Human OTC Drug
37000-0787	Human OTC Drug
37000-0788	Human OTC Drug
37000-0789	Human OTC Drug
37000-0790	Human OTC Drug
37000-0794	Human OTC Drug
37000-0795	Human OTC Drug
37000-0796	Human OTC Drug
37000-0797	Human OTC Drug
37000-0798	Human OTC Drug
37000-0801	Human OTC Drug
37000-0802	Human OTC Drug
37000-0803	Human OTC Drug
37000-0807	Human OTC Drug
37000-0808	Human OTC Drug
37000-0809	Human OTC Drug
37000-0810	Human OTC Drug
37000-0811	Human OTC Drug
37000-0812	Human OTC Drug
37000-0813	Human OTC Drug
37000-0814	Human OTC Drug
37000-0816	Human OTC Drug
37000-0817	Human OTC Drug
37000-0819	Human OTC Drug
37000-0820	Human OTC Drug
37000-0821	Human OTC Drug
37000-0822	Human OTC Drug
37000-0823	Human OTC Drug
37000-0824	Human OTC Drug
37000-0825	Human OTC Drug
37000-0826	Human OTC Drug
37000-0827	Human OTC Drug
37000-0828	Human OTC Drug
37000-0829	Human OTC Drug
37000-0830	Human OTC Drug
37000-0831	Human OTC Drug
37000-0832	Human OTC Drug
37000-0833	Human OTC Drug
37000-0834	Human OTC Drug
37000-0835	Human OTC Drug
37000-0836	Human OTC Drug
37000-0837	Human OTC Drug
37000-0838	Human OTC Drug
37000-0839	Human OTC Drug
37000-0840	Human OTC Drug
37000-0841	Human OTC Drug
37000-0842	Human OTC Drug
37000-0843	Human OTC Drug
37000-0844	Human OTC Drug
37000-0845	Human OTC Drug
37000-0846	Human OTC Drug
37000-0847	Human OTC Drug
37000-0848	Human OTC Drug
37000-0849	Human OTC Drug
37000-0850	Human OTC Drug
37000-0851	Human OTC Drug
37000-0852	Human OTC Drug
37000-0853	Human OTC Drug
37000-0854	Human OTC Drug
37000-0855	Human OTC Drug
37000-0856	Human OTC Drug
37000-0857	Human OTC Drug
37000-0859	Human OTC Drug
37000-0900	Human OTC Drug
37000-0901	Human OTC Drug
37000-0902	Human OTC Drug
37000-0903	Human OTC Drug
37000-0904	Human OTC Drug
37000-0905	Human OTC Drug
37000-0906	Human OTC Drug
37000-0907	Human OTC Drug
37000-0908	Human OTC Drug
37000-0909	Human OTC Drug
37000-0910	Human OTC Drug
37000-0911	Human OTC Drug
37000-0912	Human OTC Drug
37000-0913	Human OTC Drug
37000-0914	Human OTC Drug
37205-0008	Human OTC Drug
37205-0009	Human OTC Drug
37205-0012	Human OTC Drug
37205-0020	Human OTC Drug
37205-0022	Human OTC Drug
37205-0023	Human OTC Drug
37205-0024	Human OTC Drug
37205-0030	Human OTC Drug
37205-0031	Human OTC Drug
37205-0034	Human OTC Drug
37205-0060	Human OTC Drug
37205-0064	Human OTC Drug
37205-0067	Human OTC Drug
37205-0069	Human OTC Drug
37205-0102	Human OTC Drug
37205-0110	Human OTC Drug
37205-0111	Human OTC Drug
37205-0117	Human OTC Drug
37205-0119	Human OTC Drug
37205-0120	Human OTC Drug
37205-0121	Human OTC Drug
37205-0122	Human OTC Drug
37205-0128	Human OTC Drug
37205-0130	Human OTC Drug
37205-0134	Human OTC Drug
37205-0137	Human OTC Drug
37205-0138	Human OTC Drug
37205-0139	Human OTC Drug
37205-0145	Human OTC Drug
37205-0155	Human OTC Drug
37205-0160	Human OTC Drug
37205-0162	Human OTC Drug
37205-0165	Human OTC Drug
37205-0178	Human OTC Drug
37205-0186	Human OTC Drug
37205-0187	Human OTC Drug
37205-0194	Human OTC Drug
37205-0195	Human OTC Drug
37205-0196	Human OTC Drug
37205-0197	Human OTC Drug
37205-0199	Human OTC Drug
37205-0200	Human OTC Drug
37205-0203	Human OTC Drug
37205-0204	Human OTC Drug
37205-0205	Human OTC Drug
37205-0210	Human OTC Drug
37205-0213	Human OTC Drug
37205-0215	Human OTC Drug
37205-0218	Human OTC Drug
37205-0223	Human OTC Drug
37205-0224	Human OTC Drug
37205-0227	Human OTC Drug
37205-0228	Human OTC Drug
37205-0241	Human OTC Drug
37205-0243	Human OTC Drug
37205-0251	Human OTC Drug
37205-0261	Human OTC Drug
37205-0262	Human OTC Drug
37205-0265	Human OTC Drug
37205-0266	Human OTC Drug
37205-0270	Human OTC Drug
37205-0272	Human OTC Drug
37205-0273	Human OTC Drug
37205-0275	Human OTC Drug
37205-0277	Human OTC Drug
37205-0278	Human OTC Drug
37205-0279	Human OTC Drug
37205-0280	Human OTC Drug
37205-0281	Human OTC Drug
37205-0282	Human OTC Drug
37205-0283	Human OTC Drug
37205-0285	Human OTC Drug
37205-0291	Human OTC Drug
37205-0292	Human OTC Drug
37205-0294	Human OTC Drug
37205-0295	Human OTC Drug
37205-0296	Human OTC Drug
37205-0298	Human OTC Drug
37205-0302	Human OTC Drug
37205-0304	Human OTC Drug
37205-0308	Human OTC Drug
37205-0311	Human OTC Drug
37205-0314	Human OTC Drug
37205-0317	Human OTC Drug
37205-0318	Human OTC Drug
