NDC Description	NDC	NADAC Per Unit	Effective Date	Pricing Unit	Pharmacy Type Indicator	OTC	Explanation Code	Classification for Rate Setting	Corresponding Generic Drug NADAC Per Unit	Corresponding Generic Drug Effective Date
HYDROXYCHLOROQUINE 200 MG TAB	51660029601	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	63304029601	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	63304029605	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	66993005702	2.62422	06/17/2015	EA	C/I	N	"1, 6"	G			
HYDROXYCHLOROQUINE 200 MG TAB	68084026901	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	68084026911	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	68382009601	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYCHLOROQUINE 200 MG TAB	68382009605	2.62422	06/17/2015	EA	C/I	N	1	G			
HYDROXYUREA 500 MG CAPSULE	00555088202	0.36564	06/17/2015	EA	C/I	N	1	G			
HYDROXYUREA 500 MG CAPSULE	49884072401	0.36564	06/17/2015	EA	C/I	N	1	G			
HYDROXYUREA 500 MG CAPSULE	68084028401	0.36564	06/17/2015	EA	C/I	N	1	G			
HYDROXYUREA 500 MG CAPSULE	68084028411	0.36564	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE 10 MG/5 ML SOLN	10702005216	0.05569	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROXYZINE 10 MG/5 ML SOLN	50383079616	0.05569	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROXYZINE 10 MG/5 ML SOLN	60432015016	0.05569	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROXYZINE 10 MG/5 ML SOLN	60432015004	0.11324	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROXYZINE 10 MG/5 ML SYRUP	54838050280	0.05569	06/17/2015	ML	C/I	N	"1, 5"	G			
HYDROXYZINE HCL 10 MG TABLET	00093506001	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	00093506005	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	00378258601	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	00378258610	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	00603396721	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	00603396728	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	00603396732	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	10702001001	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	10702001010	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	10702001050	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	16714008104	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	16714008105	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	16714008110	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	16714008111	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	23155010501	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	23155010505	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	23155010510	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	42806015901	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	42806015905	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	42806015910	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	51079079601	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	51079079620	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	63739048310	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	67405057510	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	67405057550	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	67405057596	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	68084025301	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	68084025311	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	68462035201	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	68462035205	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	68462036001	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 10 MG TABLET	68462036005	0.07225	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00093506101	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00093506105	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00093506110	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00378258701	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00378258710	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00603396821	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00603396828	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	00603396832	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	10702001101	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	10702001110	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	10702001150	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	16714008204	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	16714008205	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	16714008206	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	16714008210	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	16714008211	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	16714008212	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	23155010601	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	23155010605	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	23155010610	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	42806016001	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	42806016005	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	42806016010	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	51079080601	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	51079080620	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	63739048610	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	67405067110	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	67405067150	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	67405067196	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	68084025401	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	68084025411	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	68462035301	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	68462035305	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	68462036101	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 25 MG TABLET	68462036105	0.09475	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00093506201	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00093506205	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00093506210	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00378258801	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00378258810	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00603396921	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	00603396928	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	10702001201	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	10702001210	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	10702001250	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	16714008304	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	16714008305	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	16714008310	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	16714008311	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	23155010701	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	23155010705	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	23155010710	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	42806016101	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	42806016105	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	42806016110	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	51079081601	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	51079081620	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	67405057710	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	67405057750	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	68084025501	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	68084025511	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	68462035401	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	68462035405	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	68462036201	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE HCL 50 MG TABLET	68462036205	0.11696	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 100 MG CAP	00555032402	0.48043	03/18/2015	EA	C/I	N	4	G			
HYDROXYZINE PAM 25 MG CAP	00185061301	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00185061305	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00185067401	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00185067405	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00555032302	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00555032304	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00591080001	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	00591080005	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	51079007701	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	51079007720	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	62584073901	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	62584073911	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	64980016901	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	64980016905	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 25 MG CAP	68084084701	0.06581	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	00185061501	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	00185061505	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	00555030202	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	00555030204	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	00591080101	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	00591080105	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	51079007801	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	51079007820	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	62584074101	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	62584074111	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	64980017001	0.07933	06/17/2015	EA	C/I	N	1	G			
HYDROXYZINE PAM 50 MG CAP	64980017005	0.07933	06/17/2015	EA	C/I	N	1	G			
HYGIENIC CLEANSING PADS	46122005478	0.02572	05/20/2015	EA	C/I	Y	"4, 5"	G			
HYOSCYAMINE 0.125 MG ODT	00574024701	0.24626	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE 0.125 MG ODT	43199001201	0.24626	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE 0.125 MG ODT	76439030710	0.24626	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE 0.125 MG TAB SL	00574025001	0.23726	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE 0.125 MG TAB SL	43199001101	0.23726	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE 0.125 MG TAB SL	76439030910	0.23726	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE SULF 0.125 MG TAB	00574024601	0.24675	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE SULF 0.125 MG TAB	43199001301	0.24675	06/17/2015	EA	C/I	N	1	G			
HYOSCYAMINE SULF 0.125 MG TAB	76439030810	0.24675	06/17/2015	EA	C/I	N	1	G			
HYPERCARE 20% SOLUTION	58980015020	0.11723	04/22/2015	ML	C/I	N	"4, 5"	G			
HYPERCARE 20% SOLUTION	58980015022	0.11723	04/22/2015	ML	C/I	N	"4, 5"	G			
HYPERCARE 20% SOLUTION	58980015010	0.14088	04/22/2015	ML	C/I	N	"4, 5"	G			
HYPERCARE 20% SOLUTION	58980015011	0.15301	04/22/2015	ML	C/I	N	"4, 5"	G			
HYSINGLA ER 20 MG TABLET	59011027160	6.34894	04/22/2015	EA	C/I	N	2	B			
HYSINGLA ER 30 MG TABLET	59011027260	9.24586	04/22/2015	EA	C/I	N	2	B			
HYSINGLA ER 40 MG TABLET	59011027360	12.44542	04/22/2015	EA	C/I	N	2	B			
HYZAAR 100-12.5 TABLET	00006074531	4.80215	04/23/2015	EA	C/I	N	4	B	0.12710	06/17/2015	
HYZAAR 100-12.5 TABLET	00006074554	4.80215	04/23/2015	EA	C/I	N	4	B	0.12710	06/17/2015	
HYZAAR 100-12.5 TABLET	00006074582	4.80215	04/23/2015	EA	C/I	N	4	B	0.12710	06/17/2015	
HYZAAR 100-25 TABLET	00006074731	4.80645	04/23/2015	EA	C/I	N	4	B	0.11471	06/17/2015	
HYZAAR 100-25 TABLET	00006074754	4.80645	04/23/2015	EA	C/I	N	4	B	0.11471	06/17/2015	
HYZAAR 100-25 TABLET	00006074782	4.80645	04/23/2015	EA	C/I	N	4	B	0.11471	06/17/2015	
HYZAAR 50-12.5 TABLET	00006071731	3.51410	04/23/2015	EA	C/I	N	4	B	0.08377	06/17/2015	
HYZAAR 50-12.5 TABLET	00006071754	3.51410	04/23/2015	EA	C/I	N	4	B	0.08377	06/17/2015	
HYZAAR 50-12.5 TABLET	00006071782	3.51410	04/23/2015	EA	C/I	N	4	B	0.08377	06/17/2015	
IBANDRONATE SODIUM 150 MG TAB	00378521553	31.93590	06/17/2015	EA	C/I	N	1	G			
IBANDRONATE SODIUM 150 MG TAB	00591377031	31.93590	06/17/2015	EA	C/I	N	1	G			
IBANDRONATE SODIUM 150 MG TAB	47781010307	31.93590	06/17/2015	EA	C/I	N	1	G			
IBANDRONATE SODIUM 150 MG TAB	47781010333	31.93590	06/17/2015	EA	C/I	N	1	G			
IBANDRONATE SODIUM 150 MG TAB	55111057503	31.93590	06/17/2015	EA	C/I	N	1	G			
IBANDRONATE SODIUM 150 MG TAB	55111057511	31.93590	06/17/2015	EA	C/I	N	1	G			
IBANDRONATE SODIUM 150 MG TAB	60505279500	31.93590	06/17/2015	EA	C/I	N	1	G			
IBU-DROPS 40 MG/ML SUSP DRPS	37205064605	0.25339	06/17/2015	ML	C/I	Y	"1, 5"	G			
IBUDONE 10-200 MG TABLET	50991057901	3.17546	06/17/2015	EA	C/I	N	1	G			
IBUDONE 5-200 MG TABLET	50991057801	2.35536	10/22/2014	EA	C/I	N	4	G			
IBUPROFEN 100 MG/5 ML SUSP	00472125594	0.02711	06/17/2015	ML	C/I	Y	"1, 5"	G			
IBUPROFEN 100 MG/5 ML SUSP	00472126194	0.02711	06/17/2015	ML	C/I	Y	"1, 5"	G			
IBUPROFEN 100 MG/5 ML SUSP	00472126394	0.02711	06/17/2015	ML	C/I	Y	"1, 5"	G			
IBUPROFEN 100 MG/5 ML SUSP	00472127094	0.04982	06/17/2015	ML	C/I	N	"1, 5"	G			
IBUPROFEN 100 MG/5 ML SUSP	45802095226	0.04982	06/17/2015	ML	C/I	N	"1, 5"	G			
IBUPROFEN 100 MG/5 ML SUSP	00472127016	0.05343	06/17/2015	ML	C/I	N	"1, 5"	G			
IBUPROFEN 100 MG/5 ML SUSP	45802095243	0.05343	06/17/2015	ML	C/I	N	"1, 5"	G			
IBUPROFEN 200 MG CAPLET	00113051771	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	00113064762	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	00113064771	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	00113064778	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	00904532324	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	00904791251	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	00904791259	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	24385005878	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	24385005882	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	24385064771	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	24385064778	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	36800018383	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	36800051771	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	36800051778	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	37205034171	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG CAPLET	37205060571	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG SOFTGEL	00536360330	0.08803	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG SOFTGEL	24385049941	0.08803	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG SOFTGEL	24385049958	0.08803	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00113007471	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00113007478	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00113060462	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00113060471	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00113060478	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00113060490	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00536358701	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00536358702	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00536358706	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791224	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791451	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791459	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791461	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791524	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791540	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791551	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791559	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791570	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	00904791580	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	24385005978	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	24385060471	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	24385060478	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	24385060485	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	24385060490	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800007471	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800007478	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800060462	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800060471	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800060478	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800060485	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800060490	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800060493	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800064762	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800064771	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800064778	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	36800064790	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	37205034571	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	37205034578	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	53746014001	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	53746014010	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	63739013401	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	63868098324	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 200 MG TABLET	63868098350	0.02791	06/17/2015	EA	C/I	Y	1	G			
IBUPROFEN 400 MG TABLET	00904585340	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	00904585360	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	00904585361	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	53746046400	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	53746046401	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	53746046405	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	55111068201	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	55111068205	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	63739044201	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	63739044210	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	63739067201	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	63739067210	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	65162110105	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	67877029401	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	67877029405	0.05129	06/17/2015	EA	C/I	N	1	G			
IBUPROFEN 400 MG TABLET	68084065801	0.05129	06/17/2015	EA	C/I	N	1	G			
