dea_schedule	description	labeler	nonproprietary_name	package_code	package_ndc	price_per_unit	product_code	product_ndc	proprietary_name	unit
	MIDODRINE HCL 5 MG TABLET	0115	Midodrine Hydrochloride	01	0115-4222-01	0.58588	4222	0115-4222	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	0185	Midodrine Hydrochloride	01	0185-0043-01	0.58588	0043	0185-0043	Midodrine Hcl	EA	
	MIDODRINE HCL 5 MG TABLET	0185	Midodrine Hydrochloride	05	0185-0043-05	0.58588	0043	0185-0043	Midodrine Hcl	EA	
	MIDODRINE HCL 5 MG TABLET	0245	Midodrine Hydrochloride	01	0245-0212-01	0.58588	0212	0245-0212	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	0245	Midodrine Hydrochloride	11	0245-0212-11	0.58588	0212	0245-0212	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	0378	Midodrine Hydrochloride	01	0378-1902-01	0.58588	1902	0378-1902	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	51079	Midodrine Hydrochloride	01	51079-0453-01	0.58588	0453	51079-0453	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	51079	Midodrine Hydrochloride	20	51079-0453-20	0.58588	0453	51079-0453	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	60505	Midodrine Hydrochloride	01	60505-1321-01	0.58588	1321	60505-1321	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	60505	Midodrine Hydrochloride	08	60505-1321-08	0.58588	1321	60505-1321	Midodrine Hydrochloride	EA	
	MIDODRINE HCL 5 MG TABLET	63739	Midodrine Hydrochloride	10	63739-0556-10	0.58588	0556	63739-0556	Midodrine Hcl	EA	
	MIDODRINE HCL 5 MG TABLET	68084	Midodrine Hydrochloride	01	68084-0241-01	0.58588	0241	68084-0241	Midodrine Hcl	EA	
	MIDODRINE HCL 5 MG TABLET	68084	Midodrine Hydrochloride	11	68084-0241-11	0.58588	0241	68084-0241	Midodrine Hcl	EA	
	MIGRAINE FORMULA CAPLET	0113	Acetaminophen, Aspirin, Caffeine	62	0113-0374-62	0.05171	0374	0113-0374	Good Sense Migraine Formula	EA	
	MIGRAINE FORMULA CAPLET	24385	Acetaminophen, Aspirin, Caffeine	78	24385-0365-78	0.05171	0365	24385-0365	Good Neighbor Pharmacy Migraine Relief	EA	
	MIGRAINE FORMULA CAPLET	36800	Acetaminophen, Aspirin, Caffeine	62	36800-0374-62	0.05171	0374	36800-0374	Topcare Migraine Formula	EA	
	MIGRAINE FORMULA CAPLET	36800	Acetaminophen, Aspirin, Caffeine	78	36800-0374-78	0.05171	0374	36800-0374	Topcare Migraine Formula	EA	
	MIGRAINE FORMULA CAPLET	37205	Acetaminophen, Aspirin, Caffeine	62	37205-0280-62	0.05171	0280	37205-0280	Leader Migraine Formula	EA	
	MIGRAINE FORMULA CAPLET	37205	Acetaminophen, Aspirin, Caffeine	78	37205-0280-78	0.05171	0280	37205-0280	Leader Migraine Formula	EA	
	MIGRANAL NASAL SPRAY	0187	Dihydroergotamine Mesylate	03	0187-0245-03	418.99131	0245	0187-0245	Migranal	ML	
	MILK OF MAGNESIA SUSPENSION	0536	Magnesium Hydroxide	85	0536-2470-85	0.00415	2470	0536-2470	Milk Of Magnesia Mint	ML	
	MILK OF MAGNESIA SUSPENSION	0574	Magnesium Hydroxide	16	0574-0018-16	0.00415	0018	0574-0018	Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	0904	Magnesium Hydroxide	16	0904-0788-16	0.00415	0788	0904-0788	Milk Of Magnesia Original	ML	
	MILK OF MAGNESIA SUSPENSION	0536	Magnesium Hydroxide	83	0536-2470-83	0.00524	2470	0536-2470	Milk Of Magnesia Mint	ML	
	MILK OF MAGNESIA SUSPENSION	0904	Magnesium Hydroxide	14	0904-0788-14	0.00524	0788	0904-0788	Milk Of Magnesia Original	ML	
	MILK OF MAGNESIA SUSPENSION	0904	Magnesium Hydroxide	14	0904-0789-14	0.00524	0789	0904-0789	Milk Of Magnesia Mint	ML	
	MILK OF MAGNESIA SUSPENSION	24385	Magnesium Hydroxide	40	24385-0332-40	0.00524	0332	24385-0332	Good Neighbor Pharmacy Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	24385	Magnesium Hydroxide	40	24385-0396-40	0.00524	0396	24385-0396	Good Neighbor Pharmacy Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	24385	Magnesium Hydroxide	40	24385-0608-40	0.00524	0608	24385-0608	Good Neighbor Pharmacy Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	36800	Magnesium Hydroxide	40	36800-0949-40	0.00524	0949	36800-0949	Topcare Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	37205	Magnesium Hydroxide	40	37205-0833-40	0.00524	0833	37205-0833	Leader Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	0113	Magnesium Hydroxide	40	0113-0332-40	0.00615	0332	0113-0332	Good Sense Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	0113	Magnesium Hydroxide	40	0113-0396-40	0.00615	0396	0113-0396	Good Sense Milk Of Magnesia	ML	
	MILK OF MAGNESIA SUSPENSION	15127	Magnesium Hydroxide	73	15127-0833-73	0.00615	0833	15127-0833	Milk Of Magnesia Original	ML	
	MILK OF MAGNESIA SUSPENSION	15127	Magnesium Hydroxide	73	15127-0835-73	0.00615	0835	15127-0835	Milk Of Magnesia Mint	ML	
	MILK OF MAGNESIA SUSPENSION	37205	Magnesium Hydroxide	40	37205-0834-40	0.00615	0834	37205-0834	Leader Milk Of Magnesia	ML	
	MILLIPRED 10 MG/5 ML SOLUTION	16477	Prednisolone Sodium Phosphate	08	16477-0510-08	3.15318	0510	16477-0510	Millipred	ML	
	MILLIPRED 10 MG/5 ML SOLUTION	23594	Prednisolone Sodium Phosphate	08	23594-0510-08	3.15318	0510	23594-0510	Millipred	ML	
	MIMVEY 1-0.5 MG TABLET	0093	Estradiol and Norethindrone Acetate	28	0093-5455-28	3.36986	5455	0093-5455	Mimvey	EA	
	MIMVEY 1-0.5 MG TABLET	0093	Estradiol and Norethindrone Acetate	42	0093-5455-42	3.36986	5455	0093-5455	Mimvey	EA	
	MIMVEY LO 0.5-0.1 MG TABLET	0093	Estradiol and Norethindrone Acetate	62	0093-5454-62	3.24075	5454	0093-5454	Mimvey Lo	EA	
	MINASTRIN 24 FE CHEWABLE TAB	0430	Norethindrone Acetate and Ethinyl Estradiol, and Ferrous Fumarate	14	0430-0535-14	3.55490	0535	0430-0535	Minastrin 24 Fe	EA	
	MINASTRIN 24 FE CHEWABLE TAB	0430	Norethindrone Acetate and Ethinyl Estradiol, and Ferrous Fumarate	50	0430-0535-50	3.55490	0535	0430-0535	Minastrin 24 Fe	EA	
	MINASTRIN 24 FE CHEWABLE TAB	0430	Norethindrone Acetate and Ethinyl Estradiol Chewable Tablets and Ferrous Fumarate Tablets	50	0430-0540-50	3.55490	0540	0430-0540	Minastrin 24 Fe	EA	
	MINERAL OIL LAXATIVE	0574	Mineral Oil	16	0574-0618-16	0.01079	0618	0574-0618	Mineral Oil	ML	
	MINIPRIN EC 81 MG TABLET	49483	Aspirin	10	49483-0330-10	0.01082	0330	49483-0330	Low Dose Miniprin	EA	
	MINIPRIN EC 81 MG TABLET	49483	Aspirin	12	49483-0330-12	0.01082	0330	49483-0330	Low Dose Miniprin	EA	
	MINIVELLE 0.0375 MG PATCH	68968	Estradiol	08	68968-6637-08	13.44218	6637	68968-6637	Minivelle	EA	
	MINIVELLE 0.05 MG PATCH	68968	Estradiol	08	68968-6650-08	13.46347	6650	68968-6650	Minivelle	EA	
	MINIVELLE 0.075 MG PATCH	68968	Estradiol	08	68968-6675-08	13.44303	6675	68968-6675	Minivelle	EA	
	MINIVELLE 0.1 MG PATCH	68968	Estradiol	08	68968-6610-08	13.37319	6610	68968-6610	Minivelle	EA	
	MINOCYCLINE 100 MG CAPSULE	0093	Minocycline Hydrochloride	53	0093-3167-53	0.35407	3167	0093-3167	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	0115	Minocycline Hydrochloride	06	0115-7018-06	0.35407	7018	0115-7018	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	0115	Minocycline Hydrochloride	13	0115-7018-13	0.35407	7018	0115-7018	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	0591	Minocycline Hydrochloride	50	0591-5695-50	0.35407	5695	0591-5695	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	57664	Minocycline Hydrochloride	85	57664-0853-85	0.35407	0853	57664-0853	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	63304	Minocycline Hydrochloride	05	63304-0696-05	0.35407	0696	63304-0696	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	63304	Minocycline Hydrochloride	50	63304-0696-50	0.35407	0696	63304-0696	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	65862	Minocycline Hydrochloride	50	65862-0211-50	0.35407	0211	65862-0211	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	68084	Minocycline Hydrochloride	11	68084-0623-11	0.35407	0623	68084-0623	Minocycline Hydrochloride	EA	
	MINOCYCLINE 100 MG CAPSULE	68084	Minocycline Hydrochloride	65	68084-0623-65	0.35407	0623	68084-0623	Minocycline Hydrochloride	EA	
	MINOCYCLINE 50 MG CAPSULE	0093	Minocycline Hydrochloride	01	0093-3165-01	0.21658	3165	0093-3165	Minocycline Hydrochloride	EA	
	MINOCYCLINE 50 MG CAPSULE	0591	Minocycline Hydrochloride	01	0591-5694-01	0.21658	5694	0591-5694	Minocycline Hydrochloride	EA	
	MINOCYCLINE 50 MG CAPSULE	0591	Minocycline Hydrochloride	60	0591-5694-60	0.21658	5694	0591-5694	Minocycline Hydrochloride	EA	
	MINOCYCLINE 50 MG CAPSULE	57664	Minocycline Hydrochloride	88	57664-0851-88	0.21658	0851	57664-0851	Minocycline Hydrochloride	EA	
	MINOCYCLINE 50 MG CAPSULE	63304	Minocycline Hydrochloride	01	63304-0694-01	0.21658	0694	63304-0694	Minocycline Hydrochloride	EA	
	MINOCYCLINE 50 MG CAPSULE	65862	Minocycline Hydrochloride	01	65862-0209-01	0.21658	0209	65862-0209	Minocycline Hydrochloride	EA	
	MINOCYCLINE 75 MG CAPSULE	0093	Minocycline Hydrochloride	01	0093-7300-01	0.47298	7300	0093-7300	Minocycline Hydrochloride	EA	
	MINOCYCLINE 75 MG CAPSULE	0591	Minocycline Hydrochloride	01	0591-3153-01	0.47298	3153	0591-3153	Minocycline Hydrochloride	EA	
	MINOCYCLINE 75 MG CAPSULE	57664	Minocycline Hydrochloride	88	57664-0852-88	0.47298	0852	57664-0852	Minocycline Hydrochloride	EA	
	MINOCYCLINE 75 MG CAPSULE	63304	Minocycline Hydrochloride	01	63304-0695-01	0.47298	0695	63304-0695	Minocycline Hydrochloride	EA	
	MINOCYCLINE 75 MG CAPSULE	65862	Minocycline Hydrochloride	01	65862-0210-01	0.47298	0210	65862-0210	Minocycline Hydrochloride	EA	
	MINOCYCLINE ER 90 MG TABLET	0115	Minocycline Hydrochloride	01	0115-1246-01	2.80440	1246	0115-1246	Minocycline Hydrochloride	EA	
	MINOCYCLINE ER 90 MG TABLET	0115	Minocycline Hydrochloride	08	0115-1246-08	2.80440	1246	0115-1246	Minocycline Hydrochloride	EA	
	MINOCYCLINE ER 90 MG TABLET	0781	Minocycline Hydrochloride	01	0781-5386-01	2.80440	5386	0781-5386	Minocycline Hydrochloride	EA	
	MINOCYCLINE ER 90 MG TABLET	0781	Minocycline Hydrochloride	31	0781-5386-31	2.80440	5386	0781-5386	Minocycline Hydrochloride	EA	
	MINOCYCLINE ER 90 MG TABLET	68180	Minocycline Hydrochloride	06	68180-0380-06	2.80440	0380	68180-0380	Minocycline Hydrochloride	EA	
	MINOCYCLINE HCL 100 MG TABLET	49884	Minocycline	03	49884-0513-03	3.84928	0513	49884-0513	Minocycline	EA	
	MINOCYCLINE HCL 100 MG TABLET	55111	Minocycline Hydrochloride	60	55111-0639-60	3.84928	0639	55111-0639	Minocycline Hydrochloride	EA	
	MINOCYCLINE HCL 100 MG TABLET	63304	Minocycline Hydrochloride	50	63304-0699-50	3.84928	0699	63304-0699	Minocycline Hydrochloride	EA	
	MINOCYCLINE HCL 50 MG TABLET	49884	Minocycline	01	49884-0511-01	1.87116	0511	49884-0511	Minocycline	EA	
	MINOCYCLINE HCL 50 MG TABLET	55111	Minocycline Hydrochloride	01	55111-0637-01	1.87116	0637	55111-0637	Minocycline Hydrochloride	EA	
	MINOCYCLINE HCL 50 MG TABLET	63304	Minocycline Hydrochloride	01	63304-0697-01	1.87116	0697	63304-0697	Minocycline Hydrochloride	EA	
	MINOXIDIL 10 MG TABLET	0591	Minoxidil	01	0591-5643-01	0.22607	5643	0591-5643	Minoxidil	EA	
	MINOXIDIL 10 MG TABLET	0591	Minoxidil	05	0591-5643-05	0.22607	5643	0591-5643	Minoxidil	EA	
	MINOXIDIL 10 MG TABLET	49884	Minoxidil	01	49884-0257-01	0.22607	0257	49884-0257	Minoxidil	EA	
	MINOXIDIL 10 MG TABLET	49884	Minoxidil	05	49884-0257-05	0.22607	0257	49884-0257	Minoxidil	EA	
	MINOXIDIL 10 MG TABLET	53489	Minoxidil	01	53489-0387-01	0.22607	0387	53489-0387	Minoxidil	EA	
	MINOXIDIL 10 MG TABLET	68084	Minoxidil	01	68084-0205-01	0.22607	0205	68084-0205	Minoxidil	EA	
	MINOXIDIL 10 MG TABLET	68084	Minoxidil	11	68084-0205-11	0.22607	0205	68084-0205	Minoxidil	EA	
	MINOXIDIL 2% SOLUTION	0472	Minoxidil	75	0472-0066-75	0.06942	0066	0472-0066	Hair Regrowth Treatment	ML	
	MINOXIDIL 2% SOLUTION	0472	Minoxidil	73	0472-0066-73	0.08400	0066	0472-0066	Hair Regrowth Treatment	ML	
	MINOXIDIL 2.5 MG TABLET	0591	Minoxidil	01	0591-5642-01	0.13319	5642	0591-5642	Minoxidil	EA	
	MINOXIDIL 2.5 MG TABLET	0591	Minoxidil	05	0591-5642-05	0.13319	5642	0591-5642	Minoxidil	EA	
	MINOXIDIL 2.5 MG TABLET	49884	Minoxidil	01	49884-0256-01	0.13319	0256	49884-0256	Minoxidil	EA	
	MINOXIDIL 2.5 MG TABLET	53489	Minoxidil	01	53489-0386-01	0.13319	0386	53489-0386	Minoxidil	EA	
	MINOXIDIL 2.5 MG TABLET	68084	Minoxidil	01	68084-0204-01	0.13319	0204	68084-0204	Minoxidil	EA	
	MINOXIDIL 2.5 MG TABLET	68084	Minoxidil	11	68084-0204-11	0.13319	0204	68084-0204	Minoxidil	EA	
	MINOXIDIL 5% SOLUTION	0472	Minoxidil	75	0472-0094-75	0.14208	0094	0472-0094	Hair Regrowth Treatment For Men	ML	
	MINOXIDIL 5% SOLUTION	0472	Minoxidil	73	0472-0094-73	0.18410	0094	0472-0094	Hair Regrowth Treatment For Men	ML	
	MINTOX MAXIMUM STRENGTH SUSP	0904	Aluminum Hydroxide, Magnesium Hydroxide, Dimethicone	14	0904-5725-14	0.00763	5725	0904-5725	Mintox Maximum Strength	ML	
	MINTOX PLUS TABLET CHEWABLE	0904	Aluminum Hydroxide, Magnesium Hydroxide, Simethicone	60	0904-0478-60	0.02585	0478	0904-0478	Mintox Plus Tabs	EA	
	MINTOX SUSPENSION	0904	Aluminum Hydroxide, Magnesium Hydroxide, Dimethicone	14	0904-5721-14	0.00570	5721	0904-5721	Mintox	ML	
	MIRAPEX ER 0.375 MG TABLET	0597	Pramipexole Dihydrochloride	17	0597-0109-17	14.45648	0109	0597-0109	Mirapex	EA	
	MIRAPEX ER 0.375 MG TABLET	0597	Pramipexole Dihydrochloride	30	0597-0109-30	14.45648	0109	0597-0109	Mirapex	EA	
	MIRAPEX ER 0.75 MG TABLET	0597	Pramipexole Dihydrochloride	17	0597-0285-17	14.36317	0285	0597-0285	Mirapex	EA	
	MIRAPEX ER 0.75 MG TABLET	0597	Pramipexole Dihydrochloride	30	0597-0285-30	14.36317	0285	0597-0285	Mirapex	EA	
	MIRAPEX ER 1.5 MG TABLET	0597	Pramipexole Dihydrochloride	17	0597-0113-17	14.38568	0113	0597-0113	Mirapex	EA	
	MIRAPEX ER 1.5 MG TABLET	0597	Pramipexole Dihydrochloride	30	0597-0113-30	14.38568	0113	0597-0113	Mirapex	EA	
	MIRAPEX ER 3 MG TABLET	0597	Pramipexole Dihydrochloride	30	0597-0115-30	14.37277	0115	0597-0115	Mirapex	EA	
	MIRAPEX ER 4.5 MG TABLET	0597	Pramipexole Dihydrochloride	30	0597-0116-30	14.43868	0116	0597-0116	Mirapex	EA	
	MIRCETTE 28 DAY TABLET	51285	Desogestrel/ethinyl Estradiol and Ethinyl Estradiol	58	51285-0114-58	3.48442	0114	51285-0114	Mircette	EA	
	MIRCETTE 28 DAY TABLET	51285	Desogestrel/ethinyl Estradiol and Ethinyl Estradiol	58	51285-0120-58	3.48442	0120	51285-0120	Mircette	EA	
	MIRTAZAPINE 15 MG ODT	0093	Mirtazapine	65	0093-7303-65	0.95408	7303	0093-7303	Mirtazapine	EA	
	MIRTAZAPINE 15 MG ODT	0591	Mirtazapine	15	0591-2469-15	0.95408	2469	0591-2469	Mirtazapine	EA	
	MIRTAZAPINE 15 MG ODT	57237	Mirtazapine	06	57237-0011-06	0.95408	0011	57237-0011	Mirtazapine	EA	
	MIRTAZAPINE 15 MG ODT	65862	Mirtazapine	06	65862-0021-06	0.95408	0021	65862-0021	Mirtazapine	EA	
	MIRTAZAPINE 15 MG ODT	66993	Mirtazapine	30	66993-0709-30	0.95408	0709	66993-0709	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0093	Mirtazapine	56	0093-7206-56	0.14188	7206	0093-7206	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0185	Mirtazapine	10	0185-0020-10	0.14188	0020	0185-0020	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0185	Mirtazapine	30	0185-0020-30	0.14188	0020	0185-0020	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0378	Mirtazapine	10	0378-3515-10	0.14188	3515	0378-3515	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0378	Mirtazapine	93	0378-3515-93	0.14188	3515	0378-3515	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0591	Mirtazapine	10	0591-1117-10	0.14188	1117	0591-1117	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	0591	Mirtazapine	30	0591-1117-30	0.14188	1117	0591-1117	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	13107	Mirtazapine	05	13107-0031-05	0.14188	0031	13107-0031	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	13107	Mirtazapine	30	13107-0031-30	0.14188	0031	13107-0031	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	13107	Mirtazapine	34	13107-0031-34	0.14188	0031	13107-0031	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	51079	Mirtazapine	01	51079-0086-01	0.14188	0086	51079-0086	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	51079	Mirtazapine	20	51079-0086-20	0.14188	0086	51079-0086	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	51079	Mirtazapine	56	51079-0086-56	0.14188	0086	51079-0086	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	57237	Mirtazapine	05	57237-0008-05	0.14188	0008	57237-0008	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	57237	Mirtazapine	30	57237-0008-30	0.14188	0008	57237-0008	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	60505	Mirtazapine	01	60505-0247-01	0.14188	0247	60505-0247	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	60505	Mirtazapine	08	60505-0247-08	0.14188	0247	60505-0247	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	63739	Mirtazapine	10	63739-0355-10	0.14188	0355	63739-0355	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	65862	Mirtazapine	30	65862-0031-30	0.14188	0031	65862-0031	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	68084	Mirtazapine	01	68084-0119-01	0.14188	0119	68084-0119	Mirtazapine	EA	
	MIRTAZAPINE 15 MG TABLET	68084	Mirtazapine	11	68084-0119-11	0.14188	0119	68084-0119	Mirtazapine	EA	
	MIRTAZAPINE 30 MG ODT	0093	Mirtazapine	18	0093-7304-18	0.90518	7304	0093-7304	Mirtazapine	EA	
	MIRTAZAPINE 30 MG ODT	0093	Mirtazapine	65	0093-7304-65	0.90518	7304	0093-7304	Mirtazapine	EA	
	MIRTAZAPINE 30 MG ODT	0591	Mirtazapine	15	0591-2470-15	0.90518	2470	0591-2470	Mirtazapine	EA	
	MIRTAZAPINE 30 MG ODT	57237	Mirtazapine	06	57237-0012-06	0.90518	0012	57237-0012	Mirtazapine	EA	
	MIRTAZAPINE 30 MG ODT	65862	Mirtazapine	06	65862-0022-06	0.90518	0022	65862-0022	Mirtazapine	EA	
	MIRTAZAPINE 30 MG ODT	66993	Mirtazapine	30	66993-0711-30	0.90518	0711	66993-0711	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0093	Mirtazapine	56	0093-7207-56	0.22371	7207	0093-7207	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0185	Mirtazapine	10	0185-0212-10	0.22371	0212	0185-0212	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0185	Mirtazapine	30	0185-0212-30	0.22371	0212	0185-0212	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0378	Mirtazapine	05	0378-3530-05	0.22371	3530	0378-3530	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0378	Mirtazapine	93	0378-3530-93	0.22371	3530	0378-3530	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0591	Mirtazapine	10	0591-1118-10	0.22371	1118	0591-1118	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	0591	Mirtazapine	30	0591-1118-30	0.22371	1118	0591-1118	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	13107	Mirtazapine	05	13107-0003-05	0.22371	0003	13107-0003	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	13107	Mirtazapine	30	13107-0003-30	0.22371	0003	13107-0003	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	13107	Mirtazapine	34	13107-0003-34	0.22371	0003	13107-0003	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	51079	Mirtazapine	01	51079-0087-01	0.22371	0087	51079-0087	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	51079	Mirtazapine	20	51079-0087-20	0.22371	0087	51079-0087	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	51079	Mirtazapine	56	51079-0087-56	0.22371	0087	51079-0087	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	57237	Mirtazapine	05	57237-0009-05	0.22371	0009	57237-0009	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	57237	Mirtazapine	30	57237-0009-30	0.22371	0009	57237-0009	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	60505	Mirtazapine	01	60505-0248-01	0.22371	0248	60505-0248	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	60505	Mirtazapine	08	60505-0248-08	0.22371	0248	60505-0248	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	63739	Mirtazapine	10	63739-0356-10	0.22371	0356	63739-0356	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	65862	Mirtazapine	30	65862-0003-30	0.22371	0003	65862-0003	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	68084	Mirtazapine	01	68084-0120-01	0.22371	0120	68084-0120	Mirtazapine	EA	
	MIRTAZAPINE 30 MG TABLET	68084	Mirtazapine	11	68084-0120-11	0.22371	0120	68084-0120	Mirtazapine	EA	
	MIRTAZAPINE 45 MG ODT	0093	Mirtazapine	65	0093-7305-65	0.97617	7305	0093-7305	Mirtazapine	EA	
	MIRTAZAPINE 45 MG ODT	0591	Mirtazapine	15	0591-2471-15	0.97617	2471	0591-2471	Mirtazapine	EA	
	MIRTAZAPINE 45 MG ODT	57237	Mirtazapine	06	57237-0013-06	0.97617	0013	57237-0013	Mirtazapine	EA	
	MIRTAZAPINE 45 MG ODT	65862	Mirtazapine	06	65862-0023-06	0.97617	0023	65862-0023	Mirtazapine	EA	
	MIRTAZAPINE 45 MG ODT	66993	Mirtazapine	30	66993-0712-30	0.97617	0712	66993-0712	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	0093	Mirtazapine	56	0093-7208-56	0.35221	7208	0093-7208	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	0185	Mirtazapine	10	0185-0222-10	0.35221	0222	0185-0222	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	0185	Mirtazapine	30	0185-0222-30	0.35221	0222	0185-0222	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	0378	Mirtazapine	05	0378-3545-05	0.35221	3545	0378-3545	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	0378	Mirtazapine	93	0378-3545-93	0.35221	3545	0378-3545	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	0591	Mirtazapine	30	0591-1119-30	0.35221	1119	0591-1119	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	13107	Mirtazapine	05	13107-0032-05	0.35221	0032	13107-0032	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	13107	Mirtazapine	30	13107-0032-30	0.35221	0032	13107-0032	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	13107	Mirtazapine	34	13107-0032-34	0.35221	0032	13107-0032	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	51079	Mirtazapine	01	51079-0088-01	0.35221	0088	51079-0088	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	51079	Mirtazapine	20	51079-0088-20	0.35221	0088	51079-0088	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	51079	Mirtazapine	30	51079-0088-30	0.35221	0088	51079-0088	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	51079	Mirtazapine	56	51079-0088-56	0.35221	0088	51079-0088	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	57237	Mirtazapine	05	57237-0010-05	0.35221	0010	57237-0010	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	57237	Mirtazapine	30	57237-0010-30	0.35221	0010	57237-0010	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	60505	Mirtazapine	01	60505-0249-01	0.35221	0249	60505-0249	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	60505	Mirtazapine	08	60505-0249-08	0.35221	0249	60505-0249	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	65862	Mirtazapine	30	65862-0032-30	0.35221	0032	65862-0032	Mirtazapine	EA	
	MIRTAZAPINE 45 MG TABLET	68084	Mirtazapine	01	68084-0121-01	0.35221	0121	68084-0121	Mirtazapine	EA	
